date,leading_cycle,kospi_credit,kosdaq_credit
2011-12-24,100.08,6.18,2.67
2011-12-25,100.04,6.14,2.72
2011-12-26,100.05,6.06,2.66
2011-12-27,100.01,6.14,2.7
2011-12-28,100.07,5.98,2.71
2011-12-29,100.02,6.02,2.71
2011-12-30,100.01,6.04,2.68
2011-12-31,100.04,6.04,2.69
2012-01-01,100.05,6.02,2.75
2012-01-02,100.02,6.03,2.62
2012-01-03,100.03,5.95,2.77
2012-01-04,100.02,6.0,2.72
2012-01-05,99.98,6.04,2.7
2012-01-06,99.98,6.07,2.66
2012-01-07,99.99,6.08,2.65
2012-01-08,100.0,6.07,2.67
2012-01-09,99.98,6.05,2.73
2012-01-10,99.94,6.12,2.73
2012-01-11,99.94,5.97,2.66
2012-01-12,99.92,6.14,2.66
2012-01-13,99.93,6.06,2.64
2012-01-14,99.89,6.08,2.72
2012-01-15,99.93,6.09,2.64
2012-01-16,99.88,6.01,2.58
2012-01-17,99.89,5.97,2.64
2012-01-18,99.8,5.95,2.72
2012-01-19,99.86,5.98,2.65
2012-01-20,99.88,5.96,2.6
2012-01-21,99.81,6.03,2.67
2012-01-22,99.88,6.0,2.64
2012-01-23,99.82,6.05,2.61
2012-01-24,99.77,6.04,2.58
2012-01-25,99.83,6.03,2.6
2012-01-26,99.83,6.05,2.63
2012-01-27,99.82,6.0,2.65
2012-01-28,99.8,6.02,2.69
2012-01-29,99.8,5.96,2.61
2012-01-30,99.78,6.01,2.6
2012-01-31,99.8,6.02,2.64
2012-02-01,99.78,5.9,2.55
2012-02-02,99.78,5.97,2.68
2012-02-03,99.74,5.95,2.61
2012-02-04,99.79,6.02,2.58
2012-02-05,99.69,5.9,2.65
2012-02-06,99.72,6.07,2.63
2012-02-07,99.69,5.93,2.68
2012-02-08,99.73,5.99,2.64
2012-02-09,99.7,5.95,2.59
2012-02-10,99.76,5.92,2.56
2012-02-11,99.69,5.96,2.58
2012-02-12,99.71,5.95,2.69
2012-02-13,99.67,5.88,2.58
2012-02-14,99.64,5.88,2.62
2012-02-15,99.64,5.99,2.59
2012-02-16,99.61,6.01,2.51
2012-02-17,99.58,5.96,2.66
2012-02-18,99.65,5.92,2.65
2012-02-19,99.59,5.85,2.61
2012-02-20,99.66,5.96,2.56
2012-02-21,99.61,5.91,2.55
2012-02-22,99.62,5.95,2.56
2012-02-23,99.6,6.0,2.51
2012-02-24,99.59,5.85,2.59
2012-02-25,99.58,5.9,2.56
2012-02-26,99.55,5.95,2.65
2012-02-27,99.58,5.9,2.56
2012-02-28,99.57,5.86,2.57
2012-02-29,99.56,5.9,2.51
2012-03-01,99.57,5.92,2.51
2012-03-02,99.51,5.98,2.55
2012-03-03,99.51,5.95,2.57
2012-03-04,99.51,5.8,2.54
2012-03-05,99.5,5.95,2.67
2012-03-06,99.51,5.97,2.61
2012-03-07,99.48,5.88,2.55
2012-03-08,99.52,5.88,2.59
2012-03-09,99.48,5.89,2.59
2012-03-10,99.49,5.86,2.57
2012-03-11,99.51,5.9,2.55
2012-03-12,99.45,5.88,2.55
2012-03-13,99.43,6.0,2.5
2012-03-14,99.43,5.77,2.6
2012-03-15,99.41,5.92,2.53
2012-03-16,99.41,5.82,2.54
2012-03-17,99.43,5.91,2.51
2012-03-18,99.42,5.94,2.58
2012-03-19,99.41,5.85,2.52
2012-03-20,99.37,6.0,2.57
2012-03-21,99.37,5.75,2.51
2012-03-22,99.38,5.82,2.54
2012-03-23,99.42,5.77,2.6
2012-03-24,99.36,5.93,2.51
2012-03-25,99.37,5.89,2.6
2012-03-26,99.39,5.85,2.57
2012-03-27,99.4,5.84,2.56
2012-03-28,99.31,5.87,2.56
2012-03-29,99.36,5.86,2.61
2012-03-30,99.36,5.86,2.49
2012-03-31,99.26,5.96,2.5
2012-04-01,99.31,5.9,2.52
2012-04-02,99.32,5.85,2.49
2012-04-03,99.33,5.81,2.56
2012-04-04,99.29,5.8,2.49
2012-04-05,99.32,5.75,2.48
2012-04-06,99.3,5.83,2.55
2012-04-07,99.26,5.8,2.58
2012-04-08,99.34,5.86,2.57
2012-04-09,99.28,5.79,2.58
2012-04-10,99.26,5.84,2.52
2012-04-11,99.18,5.77,2.5
2012-04-12,99.29,5.82,2.57
2012-04-13,99.28,5.82,2.51
2012-04-14,99.24,5.8,2.54
2012-04-15,99.29,5.77,2.49
2012-04-16,99.25,5.87,2.53
2012-04-17,99.25,5.8,2.53
2012-04-18,99.2,5.97,2.55
2012-04-19,99.19,5.89,2.49
2012-04-20,99.18,5.8,2.5
2012-04-21,99.23,5.87,2.5
2012-04-22,99.18,5.84,2.5
2012-04-23,99.22,5.91,2.46
2012-04-24,99.19,5.78,2.51
2012-04-25,99.2,5.87,2.48
2012-04-26,99.13,5.89,2.46
2012-04-27,99.15,5.82,2.58
2012-04-28,99.19,5.79,2.48
2012-04-29,99.17,5.89,2.46
2012-04-30,99.16,5.88,2.48
2012-05-01,99.12,5.79,2.5
2012-05-02,99.18,5.83,2.46
2012-05-03,99.17,5.7,2.52
2012-05-04,99.19,5.81,2.44
2012-05-05,99.13,5.71,2.5
2012-05-06,99.13,5.85,2.51
2012-05-07,99.13,5.86,2.47
2012-05-08,99.16,5.86,2.54
2012-05-09,99.14,5.85,2.52
2012-05-10,99.15,5.77,2.53
2012-05-11,99.15,5.82,2.47
2012-05-12,99.07,5.82,2.52
2012-05-13,99.09,5.81,2.52
2012-05-14,99.09,5.86,2.47
2012-05-15,99.16,5.85,2.55
2012-05-16,99.04,5.77,2.54
2012-05-17,99.13,5.79,2.52
2012-05-18,99.12,5.86,2.43
2012-05-19,99.1,5.84,2.46
2012-05-20,99.06,5.78,2.45
2012-05-21,99.05,5.87,2.41
2012-05-22,99.04,5.78,2.53
2012-05-23,99.0,5.71,2.44
2012-05-24,99.06,5.85,2.49
2012-05-25,99.08,5.78,2.54
2012-05-26,99.08,5.82,2.46
2012-05-27,99.05,5.83,2.48
2012-05-28,99.07,5.89,2.53
2012-05-29,99.09,5.87,2.56
2012-05-30,99.06,5.85,2.52
2012-05-31,99.07,5.79,2.49
2012-06-01,99.04,5.85,2.46
2012-06-02,99.02,5.77,2.43
2012-06-03,98.99,5.86,2.51
2012-06-04,99.03,5.84,2.38
2012-06-05,99.0,5.74,2.54
2012-06-06,99.01,5.78,2.57
2012-06-07,99.04,5.79,2.51
2012-06-08,99.01,5.77,2.46
2012-06-09,99.03,5.79,2.49
2012-06-10,99.12,5.77,2.57
2012-06-11,99.04,5.81,2.52
2012-06-12,98.96,5.83,2.49
2012-06-13,99.03,5.74,2.49
2012-06-14,99.04,5.83,2.56
2012-06-15,99.01,5.72,2.5
2012-06-16,98.99,5.91,2.59
2012-06-17,98.99,5.77,2.51
2012-06-18,99.02,5.67,2.57
2012-06-19,99.02,5.9,2.5
2012-06-20,99.03,5.8,2.54
2012-06-21,99.05,5.83,2.48
2012-06-22,98.98,5.69,2.52
2012-06-23,99.06,5.8,2.53
2012-06-24,99.03,5.73,2.45
2012-06-25,98.98,5.89,2.53
2012-06-26,99.01,5.78,2.51
2012-06-27,99.02,5.78,2.5
2012-06-28,99.04,5.81,2.42
2012-06-29,99.0,5.81,2.48
2012-06-30,99.07,5.8,2.48
2012-07-01,98.97,5.78,2.56
2012-07-02,98.98,5.83,2.43
2012-07-03,99.0,5.79,2.47
2012-07-04,99.01,5.84,2.55
2012-07-05,98.98,5.89,2.56
2012-07-06,99.02,5.77,2.4
2012-07-07,99.0,5.9,2.42
2012-07-08,99.01,5.88,2.54
2012-07-09,98.97,5.73,2.48
2012-07-10,99.02,5.86,2.53
2012-07-11,98.95,5.73,2.5
2012-07-12,99.0,5.75,2.53
2012-07-13,98.94,5.76,2.52
2012-07-14,99.04,5.76,2.46
2012-07-15,99.01,5.77,2.52
2012-07-16,99.04,5.81,2.44
2012-07-17,98.99,5.74,2.49
2012-07-18,98.98,5.78,2.53
2012-07-19,99.0,5.66,2.43
2012-07-20,99.01,5.7,2.51
2012-07-21,99.02,5.8,2.5
2012-07-22,99.01,5.84,2.5
2012-07-23,99.01,5.78,2.45
2012-07-24,98.92,5.7,2.46
2012-07-25,99.01,5.77,2.58
2012-07-26,98.96,5.87,2.52
2012-07-27,99.03,5.74,2.46
2012-07-28,98.96,5.84,2.46
2012-07-29,98.98,5.83,2.46
2012-07-30,98.99,5.74,2.52
2012-07-31,99.0,5.67,2.49
2012-08-01,99.02,5.83,2.56
2012-08-02,99.06,5.75,2.48
2012-08-03,99.05,5.78,2.48
2012-08-04,99.02,5.75,2.49
2012-08-05,99.02,5.74,2.42
2012-08-06,99.01,5.88,2.4
2012-08-07,99.06,5.84,2.44
2012-08-08,99.05,5.77,2.51
2012-08-09,99.09,5.76,2.51
2012-08-10,99.02,5.77,2.42
2012-08-11,99.01,5.7,2.47
2012-08-12,99.0,5.8,2.49
2012-08-13,99.02,5.81,2.43
2012-08-14,98.99,5.81,2.44
2012-08-15,99.05,5.79,2.45
2012-08-16,99.0,5.71,2.4
2012-08-17,98.97,5.71,2.5
2012-08-18,99.04,5.88,2.44
2012-08-19,99.01,5.77,2.49
2012-08-20,99.05,5.74,2.47
2012-08-21,99.01,5.74,2.48
2012-08-22,98.97,5.81,2.45
2012-08-23,99.03,5.77,2.44
2012-08-24,99.0,5.71,2.48
2012-08-25,99.02,5.75,2.47
2012-08-26,99.09,5.7,2.46
2012-08-27,99.01,5.78,2.49
2012-08-28,99.03,5.68,2.42
2012-08-29,99.05,5.68,2.47
2012-08-30,99.05,5.8,2.48
2012-08-31,98.99,5.69,2.37
2012-09-01,99.06,5.77,2.44
2012-09-02,99.05,5.68,2.45
2012-09-03,99.02,5.74,2.46
2012-09-04,99.05,5.7,2.39
2012-09-05,99.06,5.76,2.37
2012-09-06,99.02,5.74,2.43
2012-09-07,99.04,5.73,2.46
2012-09-08,99.03,5.79,2.38
2012-09-09,99.02,5.77,2.4
2012-09-10,98.99,5.73,2.4
2012-09-11,99.07,5.7,2.32
2012-09-12,99.02,5.74,2.45
2012-09-13,99.05,5.72,2.42
2012-09-14,99.08,5.78,2.45
2012-09-15,99.04,5.76,2.44
2012-09-16,99.05,5.75,2.41
2012-09-17,99.11,5.69,2.38
2012-09-18,99.05,5.64,2.44
2012-09-19,99.0,5.72,2.49
2012-09-20,99.04,5.71,2.51
2012-09-21,99.05,5.65,2.46
2012-09-22,99.08,5.76,2.46
2012-09-23,99.07,5.79,2.42
2012-09-24,99.02,5.74,2.44
2012-09-25,99.07,5.77,2.46
2012-09-26,99.07,5.68,2.4
2012-09-27,99.06,5.7,2.42
2012-09-28,98.99,5.78,2.4
2012-09-29,99.1,5.65,2.49
2012-09-30,99.1,5.63,2.45
2012-10-01,99.03,5.76,2.45
2012-10-02,99.06,5.71,2.4
2012-10-03,99.09,5.79,2.46
2012-10-04,99.09,5.81,2.45
2012-10-05,99.06,5.72,2.41
2012-10-06,99.05,5.72,2.42
2012-10-07,99.12,5.68,2.39
2012-10-08,99.07,5.63,2.46
2012-10-09,99.12,5.71,2.4
2012-10-10,99.09,5.71,2.46
2012-10-11,99.08,5.79,2.46
2012-10-12,99.06,5.74,2.44
2012-10-13,99.09,5.68,2.42
2012-10-14,99.03,5.76,2.42
2012-10-15,99.05,5.69,2.44
2012-10-16,99.04,5.8,2.37
2012-10-17,99.1,5.76,2.47
2012-10-18,99.04,5.6,2.4
2012-10-19,99.06,5.61,2.42
2012-10-20,99.14,5.63,2.44
2012-10-21,99.05,5.7,2.48
2012-10-22,99.04,5.77,2.36
2012-10-23,99.09,5.67,2.37
2012-10-24,99.1,5.57,2.36
2012-10-25,99.16,5.78,2.42
2012-10-26,99.14,5.7,2.37
2012-10-27,99.1,5.76,2.43
2012-10-28,99.12,5.56,2.39
2012-10-29,99.09,5.72,2.38
2012-10-30,99.05,5.74,2.41
2012-10-31,99.09,5.61,2.39
2012-11-01,99.1,5.74,2.37
2012-11-02,99.07,5.73,2.34
2012-11-03,99.12,5.64,2.42
2012-11-04,99.17,5.69,2.36
2012-11-05,99.1,5.66,2.36
2012-11-06,99.11,5.61,2.34
2012-11-07,99.12,5.63,2.4
2012-11-08,99.1,5.68,2.42
2012-11-09,99.11,5.72,2.33
2012-11-10,99.09,5.66,2.36
2012-11-11,99.1,5.61,2.26
2012-11-12,99.12,5.65,2.34
2012-11-13,99.13,5.72,2.36
2012-11-14,99.1,5.69,2.41
2012-11-15,99.09,5.71,2.39
2012-11-16,99.13,5.73,2.3
2012-11-17,99.09,5.69,2.4
2012-11-18,99.09,5.62,2.36
2012-11-19,99.12,5.62,2.38
2012-11-20,99.16,5.74,2.39
2012-11-21,99.13,5.58,2.37
2012-11-22,99.09,5.7,2.37
2012-11-23,99.13,5.6,2.38
2012-11-24,99.09,5.66,2.31
2012-11-25,99.12,5.63,2.41
2012-11-26,99.13,5.7,2.32
2012-11-27,99.11,5.64,2.36
2012-11-28,99.08,5.65,2.38
2012-11-29,99.08,5.69,2.38
2012-11-30,99.13,5.7,2.39
2012-12-01,99.13,5.6,2.38
2012-12-02,99.14,5.63,2.3
2012-12-03,99.18,5.61,2.34
2012-12-04,99.12,5.73,2.37
2012-12-05,99.18,5.68,2.27
2012-12-06,99.14,5.67,2.4
2012-12-07,99.07,5.66,2.36
2012-12-08,99.12,5.65,2.33
2012-12-09,99.19,5.73,2.37
2012-12-10,99.16,5.69,2.34
2012-12-11,99.19,5.64,2.34
2012-12-12,99.18,5.59,2.36
2012-12-13,99.19,5.69,2.35
2012-12-14,99.13,5.58,2.34
2012-12-15,99.19,5.54,2.34
2012-12-16,99.15,5.61,2.26
2012-12-17,99.23,5.63,2.35
2012-12-18,99.21,5.61,2.34
2012-12-19,99.15,5.64,2.39
2012-12-20,99.15,5.54,2.28
2012-12-21,99.18,5.67,2.29
2012-12-22,99.16,5.62,2.36
2012-12-23,99.16,5.61,2.37
2012-12-24,99.16,5.59,2.27
2012-12-25,99.18,5.71,2.22
2012-12-26,99.13,5.65,2.27
2012-12-27,99.17,5.62,2.31
2012-12-28,99.19,5.65,2.27
2012-12-29,99.19,5.64,2.32
2012-12-30,99.17,5.56,2.33
2012-12-31,99.16,5.63,2.4
2013-01-01,99.14,5.74,2.35
2013-01-02,99.2,5.67,2.32
2013-01-03,99.13,5.5,2.22
2013-01-04,99.15,5.63,2.27
2013-01-05,99.17,5.62,2.35
2013-01-06,99.22,5.69,2.36
2013-01-07,99.15,5.57,2.27
2013-01-08,99.18,5.58,2.31
2013-01-09,99.19,5.59,2.27
2013-01-10,99.16,5.62,2.36
2013-01-11,99.16,5.55,2.35
2013-01-12,99.19,5.55,2.3
2013-01-13,99.14,5.58,2.27
2013-01-14,99.22,5.56,2.28
2013-01-15,99.23,5.65,2.3
2013-01-16,99.2,5.69,2.3
2013-01-17,99.21,5.58,2.29
2013-01-18,99.16,5.64,2.36
2013-01-19,99.19,5.58,2.29
2013-01-20,99.16,5.52,2.21
2013-01-21,99.2,5.58,2.28
2013-01-22,99.15,5.65,2.26
2013-01-23,99.17,5.54,2.32
2013-01-24,99.23,5.52,2.27
2013-01-25,99.19,5.63,2.26
2013-01-26,99.23,5.55,2.27
2013-01-27,99.17,5.56,2.27
2013-01-28,99.17,5.57,2.25
2013-01-29,99.12,5.66,2.26
2013-01-30,99.22,5.59,2.29
2013-01-31,99.19,5.59,2.28
2013-02-01,99.19,5.57,2.29
2013-02-02,99.17,5.59,2.21
2013-02-03,99.2,5.54,2.25
2013-02-04,99.21,5.61,2.21
2013-02-05,99.19,5.57,2.25
2013-02-06,99.2,5.52,2.25
2013-02-07,99.22,5.59,2.22
2013-02-08,99.2,5.61,2.29
2013-02-09,99.18,5.54,2.31
2013-02-10,99.18,5.56,2.29
2013-02-11,99.21,5.64,2.3
2013-02-12,99.19,5.53,2.21
2013-02-13,99.14,5.62,2.26
2013-02-14,99.23,5.58,2.24
2013-02-15,99.19,5.58,2.25
2013-02-16,99.21,5.51,2.25
2013-02-17,99.2,5.58,2.22
2013-02-18,99.19,5.57,2.28
2013-02-19,99.23,5.54,2.29
2013-02-20,99.16,5.46,2.25
2013-02-21,99.17,5.58,2.21
2013-02-22,99.23,5.59,2.29
2013-02-23,99.22,5.51,2.26
2013-02-24,99.22,5.51,2.25
2013-02-25,99.17,5.53,2.27
2013-02-26,99.21,5.49,2.28
2013-02-27,99.21,5.56,2.29
2013-02-28,99.17,5.51,2.29
2013-03-01,99.17,5.43,2.29
2013-03-02,99.18,5.6,2.18
2013-03-03,99.18,5.54,2.23
2013-03-04,99.16,5.53,2.19
2013-03-05,99.21,5.51,2.24
2013-03-06,99.24,5.51,2.28
2013-03-07,99.24,5.49,2.23
2013-03-08,99.14,5.53,2.26
2013-03-09,99.22,5.52,2.33
2013-03-10,99.21,5.5,2.24
2013-03-11,99.14,5.5,2.18
2013-03-12,99.17,5.51,2.16
2013-03-13,99.18,5.58,2.16
2013-03-14,99.18,5.61,2.21
2013-03-15,99.23,5.61,2.21
2013-03-16,99.21,5.52,2.26
2013-03-17,99.23,5.46,2.2
2013-03-18,99.15,5.47,2.28
2013-03-19,99.16,5.55,2.2
2013-03-20,99.16,5.51,2.27
2013-03-21,99.19,5.54,2.23
2013-03-22,99.19,5.59,2.2
2013-03-23,99.28,5.61,2.2
2013-03-24,99.22,5.44,2.24
2013-03-25,99.24,5.57,2.19
2013-03-26,99.18,5.57,2.28
2013-03-27,99.23,5.5,2.2
2013-03-28,99.16,5.52,2.24
2013-03-29,99.2,5.56,2.24
2013-03-30,99.25,5.52,2.19
2013-03-31,99.21,5.58,2.2
2013-04-01,99.22,5.52,2.24
2013-04-02,99.17,5.59,2.16
2013-04-03,99.16,5.48,2.24
2013-04-04,99.19,5.48,2.2
2013-04-05,99.25,5.6,2.27
2013-04-06,99.2,5.54,2.29
2013-04-07,99.27,5.57,2.2
2013-04-08,99.25,5.52,2.15
2013-04-09,99.17,5.54,2.22
2013-04-10,99.18,5.54,2.27
2013-04-11,99.27,5.53,2.24
2013-04-12,99.24,5.51,2.21
2013-04-13,99.26,5.5,2.28
2013-04-14,99.16,5.49,2.27
2013-04-15,99.22,5.54,2.21
2013-04-16,99.22,5.57,2.23
2013-04-17,99.26,5.43,2.25
2013-04-18,99.2,5.55,2.22
2013-04-19,99.25,5.48,2.21
2013-04-20,99.22,5.55,2.23
2013-04-21,99.22,5.43,2.17
2013-04-22,99.24,5.42,2.26
2013-04-23,99.28,5.55,2.16
2013-04-24,99.24,5.48,2.2
2013-04-25,99.25,5.58,2.19
2013-04-26,99.21,5.38,2.18
2013-04-27,99.3,5.49,2.17
2013-04-28,99.26,5.56,2.2
2013-04-29,99.25,5.58,2.25
2013-04-30,99.21,5.51,2.25
2013-05-01,99.26,5.55,2.22
2013-05-02,99.25,5.49,2.24
2013-05-03,99.25,5.49,2.24
2013-05-04,99.29,5.51,2.25
2013-05-05,99.2,5.53,2.16
2013-05-06,99.25,5.51,2.17
2013-05-07,99.33,5.51,2.19
2013-05-08,99.3,5.48,2.23
2013-05-09,99.31,5.54,2.19
2013-05-10,99.27,5.65,2.3
2013-05-11,99.2,5.53,2.18
2013-05-12,99.26,5.41,2.19
2013-05-13,99.3,5.48,2.19
2013-05-14,99.36,5.52,2.2
2013-05-15,99.26,5.45,2.28
2013-05-16,99.34,5.53,2.2
2013-05-17,99.26,5.53,2.25
2013-05-18,99.27,5.56,2.24
2013-05-19,99.27,5.45,2.15
2013-05-20,99.28,5.43,2.16
2013-05-21,99.33,5.47,2.19
2013-05-22,99.29,5.46,2.2
2013-05-23,99.3,5.39,2.24
2013-05-24,99.27,5.5,2.2
2013-05-25,99.32,5.55,2.2
2013-05-26,99.28,5.46,2.17
2013-05-27,99.3,5.54,2.22
2013-05-28,99.3,5.47,2.13
2013-05-29,99.31,5.44,2.22
2013-05-30,99.3,5.45,2.2
2013-05-31,99.32,5.49,2.27
2013-06-01,99.3,5.64,2.17
2013-06-02,99.33,5.42,2.24
2013-06-03,99.27,5.51,2.13
2013-06-04,99.35,5.51,2.21
2013-06-05,99.36,5.48,2.2
2013-06-06,99.29,5.5,2.14
2013-06-07,99.35,5.53,2.19
2013-06-08,99.34,5.55,2.2
2013-06-09,99.3,5.51,2.18
2013-06-10,99.33,5.43,2.19
2013-06-11,99.33,5.53,2.19
2013-06-12,99.37,5.41,2.23
2013-06-13,99.34,5.52,2.22
2013-06-14,99.35,5.53,2.23
2013-06-15,99.36,5.49,2.18
2013-06-16,99.4,5.43,2.15
2013-06-17,99.32,5.47,2.24
2013-06-18,99.41,5.51,2.21
2013-06-19,99.36,5.48,2.15
2013-06-20,99.38,5.47,2.18
2013-06-21,99.36,5.44,2.25
2013-06-22,99.39,5.44,2.25
2013-06-23,99.38,5.49,2.19
2013-06-24,99.36,5.48,2.2
2013-06-25,99.34,5.44,2.22
2013-06-26,99.38,5.45,2.2
2013-06-27,99.3,5.55,2.17
2013-06-28,99.39,5.54,2.25
2013-06-29,99.4,5.5,2.23
2013-06-30,99.38,5.55,2.25
2013-07-01,99.37,5.52,2.25
2013-07-02,99.44,5.57,2.23
2013-07-03,99.41,5.47,2.24
2013-07-04,99.39,5.48,2.18
2013-07-05,99.41,5.45,2.24
2013-07-06,99.44,5.62,2.21
2013-07-07,99.42,5.44,2.17
2013-07-08,99.42,5.62,2.19
2013-07-09,99.42,5.49,2.2
2013-07-10,99.46,5.5,2.25
2013-07-11,99.42,5.51,2.2
2013-07-12,99.44,5.54,2.17
2013-07-13,99.47,5.53,2.21
2013-07-14,99.39,5.54,2.27
2013-07-15,99.46,5.57,2.22
2013-07-16,99.45,5.54,2.17
2013-07-17,99.43,5.58,2.23
2013-07-18,99.48,5.47,2.19
2013-07-19,99.45,5.62,2.23
2013-07-20,99.42,5.63,2.22
2013-07-21,99.4,5.57,2.07
2013-07-22,99.47,5.55,2.25
2013-07-23,99.39,5.52,2.22
2013-07-24,99.46,5.57,2.32
2013-07-25,99.49,5.57,2.16
2013-07-26,99.45,5.62,2.24
2013-07-27,99.46,5.58,2.26
2013-07-28,99.5,5.54,2.23
2013-07-29,99.52,5.53,2.2
2013-07-30,99.47,5.42,2.21
2013-07-31,99.44,5.5,2.29
2013-08-01,99.5,5.48,2.25
2013-08-02,99.53,5.55,2.25
2013-08-03,99.48,5.5,2.3
2013-08-04,99.53,5.52,2.23
2013-08-05,99.45,5.56,2.22
2013-08-06,99.5,5.57,2.22
2013-08-07,99.56,5.51,2.2
2013-08-08,99.54,5.56,2.23
2013-08-09,99.54,5.59,2.3
2013-08-10,99.56,5.44,2.21
2013-08-11,99.57,5.6,2.19
2013-08-12,99.52,5.55,2.2
2013-08-13,99.5,5.51,2.19
2013-08-14,99.55,5.46,2.27
2013-08-15,99.58,5.55,2.26
2013-08-16,99.56,5.67,2.23
2013-08-17,99.52,5.56,2.23
2013-08-18,99.55,5.56,2.19
2013-08-19,99.5,5.45,2.26
2013-08-20,99.55,5.6,2.24
2013-08-21,99.56,5.54,2.23
2013-08-22,99.56,5.5,2.28
2013-08-23,99.57,5.45,2.25
2013-08-24,99.49,5.59,2.29
2013-08-25,99.57,5.54,2.25
2013-08-26,99.6,5.58,2.29
2013-08-27,99.55,5.57,2.25
2013-08-28,99.57,5.59,2.27
2013-08-29,99.61,5.56,2.24
2013-08-30,99.6,5.57,2.24
2013-08-31,99.6,5.59,2.24
2013-09-01,99.56,5.61,2.24
2013-09-02,99.66,5.59,2.28
2013-09-03,99.6,5.59,2.26
2013-09-04,99.64,5.59,2.25
2013-09-05,99.63,5.57,2.21
2013-09-06,99.61,5.61,2.3
2013-09-07,99.61,5.51,2.22
2013-09-08,99.63,5.59,2.31
2013-09-09,99.66,5.72,2.27
2013-09-10,99.64,5.55,2.26
2013-09-11,99.58,5.61,2.24
2013-09-12,99.56,5.6,2.26
2013-09-13,99.59,5.51,2.25
2013-09-14,99.63,5.52,2.23
2013-09-15,99.62,5.52,2.24
2013-09-16,99.62,5.75,2.35
2013-09-17,99.63,5.65,2.23
2013-09-18,99.63,5.61,2.26
2013-09-19,99.66,5.69,2.23
2013-09-20,99.69,5.6,2.25
2013-09-21,99.64,5.63,2.28
2013-09-22,99.7,5.51,2.28
2013-09-23,99.68,5.65,2.25
2013-09-24,99.65,5.56,2.25
2013-09-25,99.69,5.54,2.27
2013-09-26,99.7,5.61,2.3
2013-09-27,99.68,5.62,2.35
2013-09-28,99.72,5.63,2.26
2013-09-29,99.71,5.62,2.28
2013-09-30,99.66,5.74,2.25
2013-10-01,99.68,5.56,2.25
2013-10-02,99.72,5.59,2.29
2013-10-03,99.71,5.66,2.29
2013-10-04,99.74,5.58,2.3
2013-10-05,99.67,5.62,2.28
2013-10-06,99.65,5.63,2.26
2013-10-07,99.69,5.57,2.25
2013-10-08,99.74,5.64,2.3
2013-10-09,99.72,5.59,2.28
2013-10-10,99.75,5.66,2.28
2013-10-11,99.75,5.66,2.38
2013-10-12,99.72,5.63,2.25
2013-10-13,99.81,5.68,2.42
2013-10-14,99.77,5.66,2.3
2013-10-15,99.76,5.67,2.2
2013-10-16,99.73,5.64,2.24
2013-10-17,99.74,5.73,2.27
2013-10-18,99.78,5.53,2.29
2013-10-19,99.77,5.61,2.23
2013-10-20,99.77,5.67,2.28
2013-10-21,99.77,5.72,2.32
2013-10-22,99.79,5.67,2.26
2013-10-23,99.76,5.66,2.31
2013-10-24,99.77,5.59,2.36
2013-10-25,99.86,5.73,2.35
2013-10-26,99.82,5.65,2.29
2013-10-27,99.8,5.66,2.28
2013-10-28,99.77,5.67,2.27
2013-10-29,99.8,5.68,2.28
2013-10-30,99.83,5.59,2.37
2013-10-31,99.78,5.66,2.37
2013-11-01,99.83,5.68,2.32
2013-11-02,99.83,5.55,2.36
2013-11-03,99.83,5.66,2.32
2013-11-04,99.81,5.66,2.29
2013-11-05,99.86,5.7,2.32
2013-11-06,99.79,5.72,2.38
2013-11-07,99.81,5.7,2.33
2013-11-08,99.87,5.65,2.34
2013-11-09,99.82,5.72,2.39
2013-11-10,99.82,5.71,2.3
2013-11-11,99.77,5.74,2.23
2013-11-12,99.9,5.62,2.32
2013-11-13,99.84,5.67,2.29
2013-11-14,99.89,5.69,2.34
2013-11-15,99.92,5.82,2.38
2013-11-16,99.85,5.56,2.38
2013-11-17,99.89,5.68,2.35
2013-11-18,99.85,5.68,2.3
2013-11-19,99.89,5.66,2.29
2013-11-20,99.86,5.72,2.35
2013-11-21,99.89,5.73,2.29
2013-11-22,99.88,5.69,2.34
2013-11-23,99.9,5.76,2.39
2013-11-24,99.85,5.72,2.37
2013-11-25,99.85,5.78,2.33
2013-11-26,99.91,5.76,2.36
2013-11-27,99.91,5.69,2.34
2013-11-28,99.95,5.72,2.38
2013-11-29,99.89,5.73,2.41
2013-11-30,99.9,5.74,2.38
2013-12-01,99.94,5.67,2.4
2013-12-02,99.95,5.72,2.35
2013-12-03,99.89,5.74,2.35
2013-12-04,99.93,5.74,2.33
2013-12-05,99.94,5.83,2.37
2013-12-06,99.9,5.82,2.3
2013-12-07,99.93,5.7,2.35
2013-12-08,99.99,5.61,2.33
2013-12-09,99.89,5.82,2.44
2013-12-10,99.95,5.83,2.25
2013-12-11,99.96,5.8,2.39
2013-12-12,99.94,5.75,2.34
2013-12-13,99.96,5.75,2.38
2013-12-14,99.95,5.74,2.39
2013-12-15,99.96,5.72,2.46
2013-12-16,99.97,5.76,2.37
2013-12-17,99.96,5.68,2.28
2013-12-18,100.03,5.79,2.39
2013-12-19,99.97,5.77,2.3
2013-12-20,100.0,5.71,2.31
2013-12-21,100.0,5.8,2.36
2013-12-22,100.06,5.82,2.46
2013-12-23,99.98,5.8,2.43
2013-12-24,100.02,5.8,2.33
2013-12-25,99.95,5.82,2.32
2013-12-26,100.03,5.86,2.42
2013-12-27,99.95,5.88,2.39
